ID,PARENT_ID,URI,FILE_PATH,NAME,METHOD,STATUS,SIZE,TYPE,EXT,LAST_MODIFIED,EXTENSION_MISMATCH,NO_HASH,FORMAT_COUNT,PUID,MIME_TYPE,FORMAT_NAME,FORMAT_VERSION
11,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_11,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_11,File_11,,Done,98,File,DOC,1987-08-16T19:23:14+10:00,FALSE,,0,,,,
12,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_12,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_12,File_12,,Done,13966,File,001,1987-08-16T18:39:56+10:00,FALSE,,0,,,,
13,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_13,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_13,File_13,,Done,98,File,DOC,1987-08-16T18:40:00+10:00,FALSE,,0,,,,
14,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_14,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_14,File_14,,Done,12834,File,001,1987-08-16T09:54:00+10:00,FALSE,,0,,,,
15,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_15,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_15,File_15,,Done,98,File,DOC,1987-08-16T09:54:04+10:00,FALSE,,0,,,,
16,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_16,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_16,File_16,,Done,22327,File,001,1987-08-17T00:44:30+10:00,FALSE,,0,,,,
17,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_17,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_17,File_17,,Done,98,File,DOC,1987-08-17T00:44:34+10:00,FALSE,,0,,,,
18,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_18,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_18,File_18,,Done,7222,File,001,1987-08-16T20:30:08+10:00,FALSE,,0,,,,
19,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_19,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_19,File_19,,Done,98,File,DOC,1987-08-16T20:30:10+10:00,FALSE,,0,,,,
20,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_20,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_20,File_20,,Done,6777,File,001,1987-08-16T21:04:54+10:00,FALSE,,0,,,,
21,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_21,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_21,File_21,,Done,98,File,DOC,1987-08-16T21:04:58+10:00,FALSE,,0,,,,
22,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_22,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_22,File_22,,Done,12595,File,001,1987-08-17T01:05:32+10:00,FALSE,,0,,,,
23,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_23,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_23,File_23,,Done,98,File,DOC,1987-08-17T01:05:36+10:00,FALSE,,0,,,,
24,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_24,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_24,File_24,,Done,7810,File,001,1987-08-17T03:51:16+10:00,FALSE,,0,,,,
25,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_25,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_25,File_25,,Done,98,File,DOC,1987-08-17T03:51:20+10:00,FALSE,,0,,,,
26,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_26,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_26,File_26,,Done,31695,File,001,1987-08-16T20:31:28+10:00,FALSE,,0,,,,
27,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_27,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_27,File_27,,Done,98,File,DOC,1987-08-16T20:31:32+10:00,FALSE,,0,,,,
28,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_28,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_28,File_28,,Done,41681,File,001,1987-08-16T22:46:12+10:00,FALSE,,0,,,,
29,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_29,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_29,File_29,,Done,98,File,DOC,1987-08-16T22:46:16+10:00,FALSE,,0,,,,
30,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_30,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_30,File_30,,Done,23403,File,001,1987-08-17T00:00:14+10:00,FALSE,,0,,,,
31,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_31,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_31,File_31,,Done,98,File,DOC,1987-08-17T00:00:16+10:00,FALSE,,0,,,,
32,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_32,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_32,File_32,,Done,5486,File,001,1987-08-17T03:01:44+10:00,FALSE,,0,,,,
33,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_33,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_33,File_33,,Done,98,File,DOC,1987-08-17T03:01:48+10:00,FALSE,,0,,,,
34,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_34,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_34,File_34,,Done,12606,File,001,1987-08-18T05:56:38+10:00,FALSE,,0,,,,
35,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_35,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_35,File_35,,Done,98,File,DOC,1987-08-18T05:56:46+10:00,FALSE,,0,,,,
