ID,PARENT_ID,URI,FILE_PATH,NAME,METHOD,STATUS,SIZE,TYPE,EXT,LAST_MODIFIED,EXTENSION_MISMATCH,NO_HASH,FORMAT_COUNT,PUID,MIME_TYPE,FORMAT_NAME,FORMAT_VERSION
1,,file://corpus/sip_2014.0037.01037/data/Folder_1,\corpus\sip_2014.0037.01037\data\Folder_1,Folder_1,,Done,,Folder,,2018-12-18T15:37:44+11:00,false,,,,,,
2,1,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2,Folder_2,,Done,,Folder,,2019-02-28T16:21:10+11:00,false,,,,,,
3,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_3,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_3,File_3,,Done,46858,File,001,1987-08-17T05:18:16+10:00,FALSE,,0,,,,
4,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_4,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_4,File_4,,Done,98,File,DOC,1987-08-17T05:18:20+10:00,FALSE,,0,,,,
5,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_5,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_5,File_5,,Done,8613,File,,1987-08-17T06:12:12+10:00,FALSE,,0,,,,
6,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_6,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_6,File_6,,Done,6633,File,001,1987-08-17T03:21:04+10:00,FALSE,,0,,,,
7,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_7,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_7,File_7,,Done,98,File,DOC,1987-08-17T03:21:10+10:00,FALSE,,0,,,,
8,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_8,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_8,File_8,,Done,24632,File,001,1987-08-16T09:10:22+10:00,FALSE,,0,,,,
9,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_9,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_9,File_9,,Done,98,File,DOC,1987-08-16T09:10:24+10:00,FALSE,,0,,,,
10,2,file://corpus/sip_2014.0037.01037/data/Folder_1/Folder_2/File_10,\corpus\sip_2014.0037.01037\data\Folder_1\Folder_2\File_10,File_10,,Done,15925,File,001,1987-08-16T19:23:12+10:00,FALSE,,0,,,,
