ID,PARENT_ID,URI,FILE_PATH,NAME,METHOD,STATUS,SIZE,TYPE,EXT,LAST_MODIFIED,EXTENSION_MISMATCH,HASH,FORMAT_COUNT,PUID,MIME_TYPE,FORMAT_NAME,FORMAT_VERSION
2,,file://corpus/sip_2014.0037.00826/data/Folder_2,\corpus\sip_2014.0037.00826\data\Folder_2,Folder_2,,Done,,Folder,,2018-11-09T15:40:00,false,,,,,,
3,2,file://corpus/sip_2014.0037.00826/data/Folder_2/Folder_3,\corpus\sip_2014.0037.00826\data\Folder_2\Folder_3,Folder_3,,Done,,Folder,,2018-11-09T15:40:50,false,,,,,,
4,3,file://corpus/sip_2014.0037.00826/data/Folder_2/Folder_3/Folder_4,\corpus\sip_2014.0037.00826\data\Folder_2\Folder_3\Folder_4,Folder_4,,Empty,,Folder,,2001-02-20T00:00:48,false,,,,,,
5,3,file://corpus/sip_2014.0037.00826/data/Folder_2/Folder_3/Folder_5,\corpus\sip_2014.0037.00826\data\Folder_2\Folder_3\Folder_5,Folder_5,,Done,,Folder,,2018-12-10T10:26:51,false,,,,,,
6,5,file://corpus/sip_2014.0037.00826/data/Folder_2/Folder_3/Folder_5/File_6,\corpus\sip_2014.0037.00826\data\Folder_2\Folder_3\Folder_5\File_6,File_6,Signature,Done,58880,File,mcw,1997-07-13T20:19:50,false,,1,x-fmt/65,application/msword,Microsoft Word for Macintosh Document,5.0
7,5,file://corpus/sip_2014.0037.00826/data/Folder_2/Folder_3/Folder_5/File_7,\corpus\sip_2014.0037.00826\data\Folder_2\Folder_3\Folder_5\File_7,File_7,Signature,Done,56832,File,mcw,2000-01-26T04:00:52,false,,1,x-fmt/65,application/msword,Microsoft Word for Macintosh Document,5.0
8,5,file://corpus/sip_2014.0037.00826/data/Folder_2/Folder_3/Folder_5/File_8,\corpus\sip_2014.0037.00826\data\Folder_2\Folder_3\Folder_5\File_8,File_8,Signature,Done,18944,File,mcw,2000-01-26T03:35:46,false,,1,x-fmt/65,application/msword,Microsoft Word for Macintosh Document,5.0
9,5,file://corpus/sip_2014.0037.00826/data/Folder_2/Folder_3/Folder_5/File_9,\corpus\sip_2014.0037.00826\data\Folder_2\Folder_3\Folder_5\File_9,File_9,Signature,Done,13824,File,mcw,2000-02-22T22:40:56,false,,1,x-fmt/65,application/msword,Microsoft Word for Macintosh Document,5.0
10,5,file://corpus/sip_2014.0037.00826/data/Folder_2/Folder_3/Folder_5/File_10,\corpus\sip_2014.0037.00826\data\Folder_2\Folder_3\Folder_5\File_10,File_10,Signature,Done,8192,File,mcw,1999-12-31T00:02:54,false,,1,x-fmt/65,application/msword,Microsoft Word for Macintosh Document,5.0
11,5,file://corpus/sip_2014.0037.00826/data/Folder_2/Folder_3/Folder_5/File_11,\corpus\sip_2014.0037.00826\data\Folder_2\Folder_3\Folder_5\File_11,File_11,Signature,Done,31232,File,mcw,1998-03-10T22:24:48,false,,1,x-fmt/65,application/msword,Microsoft Word for Macintosh Document,5.0
