ID,PARENT_ID,URI,FILE_PATH,NAME,METHOD,STATUS,SIZE,TYPE,EXT,LAST_MODIFIED,EXTENSION_MISMATCH,HASH,FORMAT_COUNT,PUID,MIME_TYPE,FORMAT_NAME,FORMAT_VERSION
2,,file://corpus/sip_2014.0037.00856/data/Folder_2,\corpus\sip_2014.0037.00856\data\Folder_2,Folder_2,,Done,,Folder,,2018-12-11T13:01:35,false,,,,,,
3,2,file://corpus/sip_2014.0037.00856/data/Folder_2/Folder_3,\corpus\sip_2014.0037.00856\data\Folder_2\Folder_3,Folder_3,,Done,,Folder,,2018-12-11T13:01:47,false,,,,,,
4,3,file://corpus/sip_2014.0037.00856/data/Folder_2/Folder_3/Folder_4,\corpus\sip_2014.0037.00856\data\Folder_2\Folder_3\Folder_4,Folder_4,,Done,,Folder,,2018-12-11T13:01:36,false,,,,,,
5,4,file://corpus/sip_2014.0037.00856/data/Folder_2/Folder_3/Folder_4/File_5,\corpus\sip_2014.0037.00856\data\Folder_2\Folder_3\Folder_4\File_5,File_5,Signature,Done,3584,File,doc,1997-06-06T18:57:52,true,,1,x-fmt/65,application/msword,Microsoft Word for Macintosh Document,5.0
6,4,file://corpus/sip_2014.0037.00856/data/Folder_2/Folder_3/Folder_4/File_6,\corpus\sip_2014.0037.00856\data\Folder_2\Folder_3\Folder_4\File_6,File_6,Signature,Done,2048,File,doc,1994-12-02T20:38:00,true,,1,x-fmt/65,application/msword,Microsoft Word for Macintosh Document,5.0
8,4,file://corpus/sip_2014.0037.00856/data/Folder_2/Folder_3/Folder_4/File_8,\corpus\sip_2014.0037.00856\data\Folder_2\Folder_3\Folder_4\File_8,File_8,Signature,Done,3072,File,doc,1997-06-26T20:41:21,true,,1,x-fmt/65,application/msword,Microsoft Word for Macintosh Document,5.0
7,4,file://corpus/sip_2014.0037.00856/data/Folder_2/Folder_3/Folder_4/File_7,\corpus\sip_2014.0037.00856\data\Folder_2\Folder_3\Folder_4\File_7,File_7,Signature,Done,2560,File,doc,1997-06-26T20:48:48,true,,1,x-fmt/65,application/msword,Microsoft Word for Macintosh Document,5.0
9,4,file://corpus/sip_2014.0037.00856/data/Folder_2/Folder_3/Folder_4/File_9,\corpus\sip_2014.0037.00856\data\Folder_2\Folder_3\Folder_4\File_9,File_9,Signature,Done,4096,File,doc,1997-06-30T19:12:10,true,,1,x-fmt/65,application/msword,Microsoft Word for Macintosh Document,5.0
10,4,file://corpus/sip_2014.0037.00856/data/Folder_2/Folder_3/Folder_4/File_10,\corpus\sip_2014.0037.00856\data\Folder_2\Folder_3\Folder_4\File_10,File_10,Signature,Done,5120,File,doc,1997-06-30T22:34:07,true,,1,x-fmt/65,application/msword,Microsoft Word for Macintosh Document,5.0
11,4,file://corpus/sip_2014.0037.00856/data/Folder_2/Folder_3/Folder_4/File_11,\corpus\sip_2014.0037.00856\data\Folder_2\Folder_3\Folder_4\File_11,File_11,Signature,Done,4096,File,doc,1997-06-30T21:40:30,true,,1,x-fmt/65,application/msword,Microsoft Word for Macintosh Document,5.0
15,4,file://corpus/sip_2014.0037.00856/data/Folder_2/Folder_3/Folder_4/File_15,\corpus\sip_2014.0037.00856\data\Folder_2\Folder_3\Folder_4\File_15,File_15,Signature,Done,3584,File,doc,1997-03-07T22:03:14,true,,1,x-fmt/65,application/msword,Microsoft Word for Macintosh Document,5.0
