ID,PARENT_ID,URI,FILE_PATH,NAME,METHOD,STATUS,SIZE,TYPE,EXT,LAST_MODIFIED,EXTENSION_MISMATCH,HASH,FORMAT_COUNT,PUID,MIME_TYPE,FORMAT_NAME,FORMAT_VERSION
2,,file://corpus/sip_2014.0037.00894/data/Folder_2,\corpus\sip_2014.0037.00894\data\Folder_2,Folder_2,,Done,,Folder,,2018-12-12T11:42:59,false,,,,,,
3,2,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3,Folder_3,,Done,,Folder,,2018-12-12T11:43:26,false,,,,,,
4,3,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4,Folder_4,,Done,,Folder,,2018-12-12T11:44:00,false,,,,,,
5,4,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4/File_5,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4\File_5,File_5,Signature,Done,14848,File,doc,1991-12-02T01:10:47,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
6,4,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4/File_6,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4\File_6,File_6,Signature,Done,10240,File,doc,1991-12-02T01:42:33,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
7,4,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4/File_7,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4\File_7,File_7,Signature,Done,10752,File,doc,1991-12-02T01:45:29,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
8,4,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4/File_8,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4\File_8,File_8,Signature,Done,5120,File,doc,1991-12-02T01:47:17,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
9,4,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4/File_9,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4\File_9,File_9,Signature,Done,15360,File,doc,1991-12-02T01:49:03,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
10,4,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4/File_10,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4\File_10,File_10,Signature,Done,15872,File,doc,1991-12-02T01:51:21,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
11,4,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4/File_11,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4\File_11,File_11,Signature,Done,7168,File,doc,1991-12-02T01:53:30,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
12,4,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4/File_12,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4\File_12,File_12,Signature,Done,9728,File,doc,1991-12-02T01:55:13,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
13,4,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4/File_13,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4\File_13,File_13,Signature,Done,9216,File,doc,1991-12-02T01:57:52,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
14,4,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4/File_14,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4\File_14,File_14,Signature,Done,10240,File,doc,1991-12-02T01:59:56,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
15,4,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4/File_15,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4\File_15,File_15,Signature,Done,11264,File,doc,1991-12-02T02:01:38,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
16,4,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4/File_16,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4\File_16,File_16,Signature,Done,5632,File,doc,1991-12-02T01:15:14,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
17,4,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4/File_17,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4\File_17,File_17,Signature,Done,7168,File,doc,1991-12-02T02:03:39,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
18,4,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4/File_18,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4\File_18,File_18,Signature,Done,9216,File,doc,1991-12-02T02:05:45,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
19,4,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4/File_19,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4\File_19,File_19,Signature,Done,5632,File,doc,1991-12-02T02:12:58,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
20,4,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4/File_20,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4\File_20,File_20,Signature,Done,20992,File,doc,1991-12-02T02:15:28,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
21,4,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4/File_21,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4\File_21,File_21,Signature,Done,12800,File,doc,1991-12-02T02:17:41,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
22,4,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4/File_22,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4\File_22,File_22,Signature,Done,10752,File,doc,1991-12-02T02:19:58,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
23,4,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4/File_23,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4\File_23,File_23,Signature,Done,9216,File,doc,1991-12-02T02:21:37,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
24,4,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4/File_24,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4\File_24,File_24,Signature,Done,14336,File,doc,1991-12-02T02:23:47,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
25,4,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4/File_25,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4\File_25,File_25,Signature,Done,8192,File,doc,1991-12-02T02:25:31,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
26,4,file://corpus/sip_2014.0037.00894/data/Folder_2/Folder_3/Folder_4/File_26,\corpus\sip_2014.0037.00894\data\Folder_2\Folder_3\Folder_4\File_26,File_26,Signature,Done,10752,File,doc,1991-12-02T02:27:50,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
