ID,PARENT_ID,URI,FILE_PATH,NAME,METHOD,STATUS,SIZE,TYPE,EXT,LAST_MODIFIED,EXTENSION_MISMATCH,NO_HASH,FORMAT_COUNT,PUID,MIME_TYPE,FORMAT_NAME,FORMAT_VERSION
11,4,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_3/Folder_4/File_11,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_3\Folder_4\File_11,File_11,Signature,Done,23552,File,,1993-07-22T19:55:16+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
12,4,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_3/Folder_4/File_12,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_3\Folder_4\File_12,File_12,Signature,Done,14336,File,IMS,1993-07-21T20:48:16+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
13,4,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_3/Folder_4/File_13,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_3\Folder_4\File_13,File_13,Signature,Done,32768,File,,1993-07-22T17:44:50+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
14,4,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_3/Folder_4/File_14,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_3\Folder_4\File_14,File_14,Signature,Done,37888,File,,1993-07-22T17:42:34+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
15,4,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_3/Folder_4/File_15,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_3\Folder_4\File_15,File_15,Signature,Done,38400,File,,1993-07-22T17:48:02+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
16,4,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_3/Folder_4/File_16,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_3\Folder_4\File_16,File_16,Signature,Done,34304,File,,1993-07-22T17:46:08+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
17,4,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_3/Folder_4/File_17,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_3\Folder_4\File_17,File_17,Signature,Done,75776,File,,1993-07-22T17:51:04+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
18,4,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_3/Folder_4/File_18,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_3\Folder_4\File_18,File_18,Signature,Done,40960,File,,1993-07-21T21:10:22+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
19,4,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_3/Folder_4/File_19,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_3\Folder_4\File_19,File_19,Signature,Done,86016,File,,1993-07-12T23:07:30+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
20,4,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_3/Folder_4/File_20,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_3\Folder_4\File_20,File_20,Signature,Done,81408,File,,1993-07-21T20:05:28+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
21,3,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_3/File_21,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_3\File_21,File_21,Signature,Done,81920,File,,1993-07-19T01:34:20+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
22,2,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_22,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_22,Folder_22,,Done,,Folder,,2019-04-18T12:07:13+10:00,false,,,,,,
23,22,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_22/File_23,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_22\File_23,File_23,Signature,Done,94208,File,IO,1990-08-31T21:24:34+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
24,22,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_22/File_24,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_22\File_24,File_24,Signature,Done,89088,File,NTR,1990-09-16T22:37:22+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
25,22,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_22/File_25,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_22\File_25,File_25,Signature,Done,98304,File,1-4,1990-08-25T02:39:32+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
26,22,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_22/File_26,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_22\File_26,File_26,Signature,Done,62464,File,45-,1990-08-29T22:16:24+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
27,22,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_22/File_27,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_22\File_27,File_27,Signature,Done,132608,File,64-,1990-09-17T01:05:32+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
28,22,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_22/File_28,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_22\File_28,File_28,Signature,Done,41984,File,,1990-09-17T20:35:04+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
29,2,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_29,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_29,Folder_29,,Done,,Folder,,2019-04-18T12:07:13+10:00,false,,,,,,
30,29,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_29/File_30,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_29\File_30,File_30,Signature,Done,109056,File,OM1,1990-09-01T01:53:06+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
31,29,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_29/File_31,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_29\File_31,File_31,Signature,Done,40960,File,OM4,1990-09-01T02:08:18+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
32,29,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_29/File_32,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_29\File_32,File_32,Signature,Done,102400,File,OM6,1990-09-17T02:03:22+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
33,29,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_29/File_33,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_29\File_33,File_33,Signature,Done,129536,File,1-6,1990-09-17T20:42:16+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
34,29,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_29/File_34,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_29\File_34,File_34,Signature,Done,74240,File,64-,1990-09-17T01:37:20+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
35,29,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_29/File_35,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_29\File_35,File_35,Signature,Done,107008,File,ORK,1990-09-17T18:56:16+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
36,29,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_29/File_36,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_29\File_36,File_36,Signature,Done,22016,File,,1990-09-17T20:49:02+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
37,2,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37,Folder_37,,Done,,Folder,,2019-04-18T12:07:13+10:00,false,,,,,,
38,37,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38,Folder_38,,Done,,Folder,,2018-11-01T10:24:03+11:00,false,,,,,,
39,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_39,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_39,File_39,Signature,Done,14848,File,,1991-12-02T01:10:46+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
40,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_40,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_40,File_40,Signature,Done,10240,File,,1991-12-02T01:42:32+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
41,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_41,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_41,File_41,Signature,Done,10752,File,,1991-12-02T01:45:28+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
42,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_42,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_42,File_42,Signature,Done,5120,File,,1991-12-02T01:47:16+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
43,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_43,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_43,File_43,Signature,Done,15360,File,,1991-12-02T01:49:02+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
44,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_44,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_44,File_44,Signature,Done,15872,File,,1991-12-02T01:51:20+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
45,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_45,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_45,File_45,Signature,Done,7168,File,,1991-12-02T01:53:30+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
46,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_46,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_46,File_46,Signature,Done,9728,File,,1991-12-02T01:55:12+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
47,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_47,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_47,File_47,Signature,Done,9216,File,,1991-12-02T01:57:52+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
48,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_48,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_48,File_48,Signature,Done,10240,File,,1991-12-02T01:59:56+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
49,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_49,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_49,File_49,Signature,Done,11264,File,,1991-12-02T02:01:38+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
50,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_50,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_50,File_50,Signature,Done,5632,File,,1991-12-02T01:15:14+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
51,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_51,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_51,File_51,Signature,Done,7168,File,,1991-12-02T02:03:38+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
52,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_52,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_52,File_52,Signature,Done,9216,File,,1991-12-02T02:05:44+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
53,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_53,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_53,File_53,Signature,Done,5632,File,,1991-12-02T02:12:58+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
54,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_54,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_54,File_54,Signature,Done,20992,File,,1991-12-02T02:15:28+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
55,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_55,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_55,File_55,Signature,Done,12800,File,,1991-12-02T02:17:40+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
56,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_56,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_56,File_56,Signature,Done,10752,File,,1991-12-02T02:19:58+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
57,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_57,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_57,File_57,Signature,Done,9216,File,,1991-12-02T02:21:36+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
58,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_58,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_58,File_58,Signature,Done,14336,File,,1991-12-02T02:23:46+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
59,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_59,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_59,File_59,Signature,Done,8192,File,,1991-12-02T02:25:30+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
60,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_60,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_60,File_60,Signature,Done,10752,File,,1991-12-02T02:27:50+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
61,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_61,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_61,File_61,Signature,Done,9728,File,,1991-12-02T01:18:50+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
62,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_62,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_62,File_62,Signature,Done,15872,File,,1991-12-02T02:30:26+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
63,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_63,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_63,File_63,Signature,Done,12288,File,,1991-12-02T01:23:02+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
64,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_64,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_64,File_64,Signature,Done,4608,File,,1991-11-23T06:52:30+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
65,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_65,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_65,File_65,Signature,Done,12800,File,,1991-12-02T01:33:18+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
66,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_66,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_66,File_66,Signature,Done,7168,File,,1991-12-02T01:35:36+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
67,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_67,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_67,File_67,Signature,Done,7680,File,,1991-12-02T01:37:52+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
68,38,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/Folder_38/File_68,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\Folder_38\File_68,File_68,Signature,Done,8192,File,,1991-12-02T01:40:26+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
69,37,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/File_69,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\File_69,File_69,Signature,Done,18944,File,,1991-12-01T20:57:28+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
70,37,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/File_70,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\File_70,File_70,Signature,Done,4608,File,,1991-12-01T21:39:50+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
71,37,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/File_71,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\File_71,File_71,Signature,Done,8192,File,,1991-12-01T21:44:12+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
72,37,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/File_72,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\File_72,File_72,Signature,Done,15360,File,,1991-12-01T21:28:12+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
73,37,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/File_73,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\File_73,File_73,Signature,Done,45568,File,,1991-12-01T21:41:34+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
74,37,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_37/File_74,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_37\File_74,File_74,Signature,Done,17920,File,,1991-12-01T21:37:16+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
75,2,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_75,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_75,Folder_75,,Done,,Folder,,2019-04-18T12:07:13+10:00,false,,,,,,
76,75,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_75/File_76,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_75\File_76,File_76,Signature,Done,11776,File,,1991-02-16T07:04:04+11:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
77,75,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_75/File_77,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_75\File_77,File_77,Signature,Done,29696,File,S,1991-05-04T20:00:00+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
78,75,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_75/File_78,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_75\File_78,File_78,Signature,Done,8704,File,,1991-04-14T19:26:50+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
79,75,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_75/File_79,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_75\File_79,File_79,Signature,Done,100864,File,LL,1991-06-02T04:45:20+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
80,75,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_75/File_80,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_75\File_80,File_80,Signature,Done,155136,File,NT,1991-08-11T21:01:26+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
81,75,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_75/File_81,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_75\File_81,File_81,Signature,Done,21504,File,,1991-05-21T21:08:16+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
82,75,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_75/Folder_82,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_75\Folder_82,Folder_82,,Done,,Folder,,2018-11-01T10:24:04+11:00,false,,,,,,
83,82,file://corpus/sip_2014.0037.00646/data/Folder_1/Folder_2/Folder_75/Folder_82/File_83,\corpus\sip_2014.0037.00646\data\Folder_1\Folder_2\Folder_75\Folder_82\File_83,File_83,Signature,Done,8704,File,,1991-09-07T05:48:02+10:00,TRUE,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
