ID,PARENT_ID,URI,FILE_PATH,NAME,METHOD,STATUS,SIZE,TYPE,EXT,LAST_MODIFIED,EXTENSION_MISMATCH,HASH,FORMAT_COUNT,PUID,MIME_TYPE,FORMAT_NAME,FORMAT_VERSION
2,,file://corpus/sip_2014.0037.00903/data/Folder_2,\corpus\sip_2014.0037.00903\data\Folder_2,Folder_2,,Done,,Folder,,2018-12-12T13:10:27,false,,,,,,
3,2,file://corpus/sip_2014.0037.00903/data/Folder_2/Folder_3,\corpus\sip_2014.0037.00903\data\Folder_2\Folder_3,Folder_3,,Done,,Folder,,2018-12-12T13:10:42,false,,,,,,
4,3,file://corpus/sip_2014.0037.00903/data/Folder_2/Folder_3/Folder_4,\corpus\sip_2014.0037.00903\data\Folder_2\Folder_3\Folder_4,Folder_4,,Done,,Folder,,2018-12-12T13:10:28,false,,,,,,
5,4,file://corpus/sip_2014.0037.00903/data/Folder_2/Folder_3/Folder_4/File_5,\corpus\sip_2014.0037.00903\data\Folder_2\Folder_3\Folder_4\File_5,File_5,Signature,Done,6656,File,,1991-12-23T01:41:02,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
7,4,file://corpus/sip_2014.0037.00903/data/Folder_2/Folder_3/Folder_4/File_7,\corpus\sip_2014.0037.00903\data\Folder_2\Folder_3\Folder_4\File_7,File_7,Signature,Done,56832,File,,1992-08-07T21:25:24,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
6,4,file://corpus/sip_2014.0037.00903/data/Folder_2/Folder_3/Folder_4/File_6,\corpus\sip_2014.0037.00903\data\Folder_2\Folder_3\Folder_4\File_6,File_6,Signature,Done,253440,File,,1992-01-01T07:11:21,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
8,4,file://corpus/sip_2014.0037.00903/data/Folder_2/Folder_3/Folder_4/File_8,\corpus\sip_2014.0037.00903\data\Folder_2\Folder_3\Folder_4\File_8,File_8,Signature,Done,14848,File,,1992-02-19T22:43:42,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
9,4,file://corpus/sip_2014.0037.00903/data/Folder_2/Folder_3/Folder_4/File_9,\corpus\sip_2014.0037.00903\data\Folder_2\Folder_3\Folder_4\File_9,File_9,Signature,Done,37376,File,,1991-12-22T06:56:03,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
10,4,file://corpus/sip_2014.0037.00903/data/Folder_2/Folder_3/Folder_4/File_10,\corpus\sip_2014.0037.00903\data\Folder_2\Folder_3\Folder_4\File_10,File_10,Signature,Done,94208,File,,1992-08-07T23:39:28,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
11,4,file://corpus/sip_2014.0037.00903/data/Folder_2/Folder_3/Folder_4/File_11,\corpus\sip_2014.0037.00903\data\Folder_2\Folder_3\Folder_4\File_11,File_11,Signature,Done,13312,File,,1992-01-01T06:27:45,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
14,4,file://corpus/sip_2014.0037.00903/data/Folder_2/Folder_3/Folder_4/File_14,\corpus\sip_2014.0037.00903\data\Folder_2\Folder_3\Folder_4\File_14,File_14,Signature,Done,81408,File,,1992-01-03T20:36:18,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
12,4,file://corpus/sip_2014.0037.00903/data/Folder_2/Folder_3/Folder_4/File_12,\corpus\sip_2014.0037.00903\data\Folder_2\Folder_3\Folder_4\File_12,File_12,Signature,Done,18432,File, iii,1991-03-11T06:11:09,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
13,4,file://corpus/sip_2014.0037.00903/data/Folder_2/Folder_3/Folder_4/File_13,\corpus\sip_2014.0037.00903\data\Folder_2\Folder_3\Folder_4\File_13,File_13,Signature,Done,20480,File,,1991-12-23T01:11:59,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
15,4,file://corpus/sip_2014.0037.00903/data/Folder_2/Folder_3/Folder_4/File_15,\corpus\sip_2014.0037.00903\data\Folder_2\Folder_3\Folder_4\File_15,File_15,Signature,Done,4096,File,,1991-09-17T16:37:59,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
17,4,file://corpus/sip_2014.0037.00903/data/Folder_2/Folder_3/Folder_4/File_17,\corpus\sip_2014.0037.00903\data\Folder_2\Folder_3\Folder_4\File_17,File_17,Signature,Done,30720,File,,1991-12-12T00:51:30,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
18,4,file://corpus/sip_2014.0037.00903/data/Folder_2/Folder_3/Folder_4/File_18,\corpus\sip_2014.0037.00903\data\Folder_2\Folder_3\Folder_4\File_18,File_18,Signature,Done,32256,File,,1991-12-10T06:24:09,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
19,4,file://corpus/sip_2014.0037.00903/data/Folder_2/Folder_3/Folder_4/File_19,\corpus\sip_2014.0037.00903\data\Folder_2\Folder_3\Folder_4\File_19,File_19,Signature,Done,26112,File,,1991-12-11T19:58:30,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
21,4,file://corpus/sip_2014.0037.00903/data/Folder_2/Folder_3/Folder_4/File_21,\corpus\sip_2014.0037.00903\data\Folder_2\Folder_3\Folder_4\File_21,File_21,Signature,Done,26624,File,,1992-01-01T06:46:46,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
22,4,file://corpus/sip_2014.0037.00903/data/Folder_2/Folder_3/Folder_4/File_22,\corpus\sip_2014.0037.00903\data\Folder_2\Folder_3\Folder_4\File_22,File_22,Signature,Done,9728,File,,1991-12-23T02:24:43,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
16,4,file://corpus/sip_2014.0037.00903/data/Folder_2/Folder_3/Folder_4/File_16,\corpus\sip_2014.0037.00903\data\Folder_2\Folder_3\Folder_4\File_16,File_16,Signature,Done,27648,File,,1991-12-12T00:39:52,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
20,4,file://corpus/sip_2014.0037.00903/data/Folder_2/Folder_3/Folder_4/File_20,\corpus\sip_2014.0037.00903\data\Folder_2\Folder_3\Folder_4\File_20,File_20,Signature,Done,36352,File,,1992-08-07T18:43:02,true,,1,x-fmt/64,application/msword,Microsoft Word for Macintosh Document,4.0
