ID,PARENT_ID,URI,FILE_PATH,NAME,METHOD,STATUS,SIZE,TYPE,EXT,LAST_MODIFIED,EXTENSION_MISMATCH,NO_HASH,FORMAT_COUNT,PUID,MIME_TYPE,FORMAT_NAME,FORMAT_VERSION
1,,file://corpus/sip_2014.0037.01055/data/Folder_1,\corpus\sip_2014.0037.01055\data\Folder_1,Folder_1,,Done,,Folder,,2018-12-24T10:16:00+11:00,false,,,,,,
2,1,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2,Folder_2,,Done,,Folder,,2019-07-05T11:05:52+10:00,false,,,,,,
3,2,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2/File_3,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2\File_3,File_3,,Done,66,File,DOC,1986-01-04T21:55:40+11:00,FALSE,,0,,,,
4,2,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2/File_4,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2\File_4,File_4,,Done,12834,File,001,1985-01-07T23:13:18+11:00,FALSE,,0,,,,
5,2,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2/File_5,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2\File_5,File_5,,Done,66,File,DOC,1985-01-07T23:13:24+11:00,FALSE,,0,,,,
6,2,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2/File_6,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2\File_6,File_6,,Done,3072,File,001,1986-01-04T21:25:06+11:00,FALSE,,0,,,,
7,2,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2/File_7,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2\File_7,File_7,,Done,66,File,DOC,1986-01-04T21:25:10+11:00,FALSE,,0,,,,
8,2,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2/File_8,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2\File_8,File_8,,Done,24544,File,001,1987-09-03T21:10:38+10:00,FALSE,,0,,,,
9,2,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2/File_9,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2\File_9,File_9,,Done,98,File,DOC,1987-09-03T21:11:44+10:00,FALSE,,0,,,,
10,2,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2/File_10,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2\File_10,File_10,,Done,24434,File,001,1987-09-03T21:41:36+10:00,FALSE,,0,,,,
