ID,PARENT_ID,URI,FILE_PATH,NAME,METHOD,STATUS,SIZE,TYPE,EXT,LAST_MODIFIED,EXTENSION_MISMATCH,NO_HASH,FORMAT_COUNT,PUID,MIME_TYPE,FORMAT_NAME,FORMAT_VERSION
11,2,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2/File_11,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2\File_11,File_11,,Done,98,File,DOC,1987-09-03T21:50:32+10:00,FALSE,,0,,,,
12,2,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2/File_12,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2\File_12,File_12,,Done,34792,File,001,1987-09-03T21:24:24+10:00,FALSE,,0,,,,
13,2,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2/File_13,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2\File_13,File_13,,Done,98,File,DOC,1987-09-03T21:36:48+10:00,FALSE,,0,,,,
14,2,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2/File_14,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2\File_14,File_14,,Done,51444,File,001,1987-09-03T19:48:14+10:00,FALSE,,0,,,,
15,2,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2/File_15,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2\File_15,File_15,,Done,98,File,DOC,1987-09-03T19:48:20+10:00,FALSE,,0,,,,
16,2,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2/File_16,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2\File_16,File_16,,Done,36319,File,001,1987-09-03T20:36:44+10:00,FALSE,,0,,,,
17,2,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2/File_17,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2\File_17,File_17,,Done,98,File,DOC,1987-09-03T21:04:28+10:00,FALSE,,0,,,,
18,2,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2/File_18,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2\File_18,File_18,,Done,50979,File,001,1987-09-03T20:00:04+10:00,FALSE,,0,,,,
19,2,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2/File_19,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2\File_19,File_19,,Done,98,File,DOC,1987-09-03T20:01:08+10:00,FALSE,,0,,,,
20,2,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2/File_20,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2\File_20,File_20,,Done,32872,File,001,1987-09-03T22:37:18+10:00,FALSE,,0,,,,
21,2,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2/File_21,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2\File_21,File_21,,Done,98,File,DOC,1987-09-03T22:37:24+10:00,FALSE,,0,,,,
22,2,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2/File_22,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2\File_22,File_22,,Done,36280,File,001,1987-09-03T18:50:30+10:00,FALSE,,0,,,,
23,2,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2/File_23,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2\File_23,File_23,,Done,98,File,DOC,1987-09-03T18:50:36+10:00,FALSE,,0,,,,
24,2,file://corpus/sip_2014.0037.01055/data/Folder_1/Folder_2/File_24,\corpus\sip_2014.0037.01055\data\Folder_1\Folder_2\File_24,File_24,,Done,7713,File,001,1980-01-01T11:19:06+11:00,FALSE,,0,,,,
